Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Wizard,1,"Chill Touch","SPWI117","Wizard Chill Touch","Chill Touch
(Necromancy)

Level: 1
Range: 0
Duration: 1 turn
Casting Time: 1
Area of Effect: The creature
Saving Throw: Neg.

When the caster completes this spell, a blue glow encompasses <PRO_HISHER> hand. This energy attacks the life force of any living creature upon which the wizard makes a successful melee attack. (Nonliving creatures such as golems and undead are unaffected by this spell.) The creature is punched for 1d2 fist damage (Strength bonuses apply) and must make a Saving Throw vs. Spell or suffer 1d8 points of damage and receive a -2 THAC0 penalty for 5 rounds.",No Description
Wizard,1,"Chromatic Orb","SPWI118","Wizard Chromatic Orb","Chromatic Orb 
(Evocation)

Level: 1
Range: 90 ft.
Duration: Special
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: Special

This spell causes a 2-ft. diameter sphere to appear in the caster's hand. When thrown, the sphere heads unerringly to its target. The effect the orb has upon the target varies with the level of the caster. Each orb will do damage to the target against which there is no save and an effect against which the target must save vs. Spell with a +6 bonus:
 1st Level: 1d4 damage and blinds the target for 1 round.
 2nd Level: 1d4 damage and inflicts pain (-1 penalty to Strength, Dexterity, AC, and THAC0) upon the victim.
 3rd Level: 1d6 damage and burns the victim for an additional 1d8 damage.
 4th Level: 1d6 damage and blinds the target for 1 turn.
 5th Level: 1d8 damage and stuns the target for 3 rounds.
 6th Level: 1d8 damage and causes weakness (-4 penalty to THAC0) in the victim.
 7th Level: 1d10 damage and paralyzes the victim for 2 turns.
 10th Level: 1d12 acid damage and turns the victim to stone.
 12th Level: 2d8 acid damage and instantly kills the victim.

NOTE: The victim saves vs. Spell with a +6 bonus against all the effects and gets no save against the damage.",No Description
Wizard,1,"Color Spray","SPWI105","Wizard Color Spray","Color Spray
(Alteration)

Level: 1
Range: 50 ft.
Duration: Instant
Casting Time: 1
Area of Effect: 90-degree arc
Saving Throw: Special

Upon casting this spell, the wizard causes a vivid, fan-shaped spray of clashing colors to spring forth from <PRO_HISHER> hand. 1d6 creatures within the area are affected in order of increasing distance from the wizard. All creatures in the area of effect that have 4 Hit Dice or less must make a successful Saving Throw or be rendered unconscious for 5 rounds.",No Description
Wizard,1,"Drow Transformation","SPIN825","Drow Change","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,1,"Find Familiar","SPWI123","Wizard Find Familar","Find Familiar
(Conjuration/Summoning)

Level: 1
Range: n/a
Duration: Special
Casting Time: 9
Area of Effect: 1 familiar
Saving Throw: None

This spell enables the caster to attempt to summon a familiar to act as <PRO_HISHER> aide and companion. Familiars are typically small creatures. A creature acting as a familiar can benefit a wizard, conveying its sensory powers to its master, conversing with <PRO_HIMHER>, and serving as a guard/scout/spy as well. A wizard can have only one familiar at a time, and <PRO_HESHE> has no control over what sort of creature answers the summoning, if any come at all.

(Note: This spell may only be cast by the protagonist.)

The creature is always more intelligent than others of its type (typically by 2 or 3 Intelligence points), and its bond with the wizard confers upon it an exceptionally long life. The wizard has an empathic link with the familiar and can issue it mental commands. The caster receives half the familiar's total Hit Points (rounded down) as bonus Hit Points. However, the caster must take care to treat <PRO_HISHER> familiar well, for if the familiar should die, the caster loses the bonus Hit Points and half the familiar's Hit Points again as damage. Also when a familiar dies, the caster loses 1 point of Constitution PERMANENTLY.

Example: A Mage has 12 Hit Points and casts Find Familiar. The imp summoned has 9 Hit Points, so the caster gets a bonus of 4 Hit Points. The caster now has 16 Hit Points. If the familiar dies, the caster loses those 4 Hit Points (putting <PRO_HIMHER> back at 12), loses 1 point of Constitution permanently (which may cause additional Hit Point loss), and takes 4 damage.

Here is a list of the familiars that the player receives according to alignment:

LAWFUL GOOD, NEUTRAL GOOD: Pseudo Dragon
– Hit Points: 12
– Armor Class: 0
– Magic Resistance: 35%
– Combat: 2 attacks per round at 15 THAC0 for 1d3 damage
– Special Abilities: Can cast Blur once per day. Regenerates 1 HP/round. Immune to level drain, sleep, and petrification.

LAWFUL NEUTRAL: Ferret
– Hit Points: 12
– Armor Class: 2
– Magic Resistance: 35%
– Combat: 2 attacks per round at 15 THAC0 for 1d3 damage
– Special Abilities: Has 50% in Pick Pockets, 25% in Hide in Shadows/Move Silently, and 20% in Detect Traps. Can cast Blur once per day. Immune to level drain, sleep, and petrification.

LAWFUL EVIL: Imp
– Armor Class: 4
– Hit Points: 9
– Magic Resistance: 15%
– Combat: 1 attack per round at 17 THAC0 for 1d6 damage
– Special Abilities: Has 100% resistance to fire, cold, and electricity. Can cast Polymorph Self once per day. Regenerates 1 HP/round.

NEUTRAL: Rabbit
– Hit Points: 12
– Armor Class: 3
– Magic Resistance: 45%
– Combat: 2 attacks per round at 15 THAC0 for 1d2 damage
– Special Abilities: Has 20% in Move Silently/Hide In Shadows and 40% in Find Traps. Has 75% resistance to fire, cold, and electricity.

NEUTRAL EVIL: Dust Mephit
– Hit Points: 12
– Armor Class: 8
– Magic Resistance: 10%
– Combat: 2 attacks per round at 15 THAC0 for 1d2 damage
– Special Abilities: Has 100% resistance to fire and 35% resistance to slashing, piercing, and missile damage. Can cast Glass Dust twice per day. Regenerates 1 HP/round. Immune to level drain, sleep, and petrification.

CHAOTIC GOOD: Fairy Dragon
– Hit Points: 12
– Armor Class: 6
– Magic Resistance: 25%
– Combat: 2 attacks per round at 15 THAC0 for 1d2 damage
– Special Abilities: Can cast Mirror Image once per day. Immune to level drain, sleep, and petrification.

CHAOTIC NEUTRAL: Cat
– Hit Points: 12
– Armor Class: 2
– Magic Resistance: 35%
– Combat: 2 attacks per round at 15 THAC0 for 1d3 damage
– Special Abilities: Has 15% in Pick Pockets and 65% in Move Silently/Hide In Shadows. Immune to level drain, sleep, and petrification.

CHAOTIC EVIL: Quasit
– Hit Points: 12
– Armor Class: 4
– Magic Resistance: 15%
– Combat: 2 attacks per round at 15 THAC0 for 1d6 damage
– Special Abilities: Has 100% resistance to fire, cold, and electricity. Can cast Horror once per day. Regenerates 1 HP/round.",No Description
Wizard,1,"Friends","SPWI107","Wizard Friends","Friends
(Enchantment/Charm) 

Level: 1
Range: 0
Duration: 1d4 rounds + 1 round/level
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

A Friends spell causes the wizard to temporarily gain 6 points of Charisma. Those who view the caster tend to be very impressed with <PRO_HIMHER> and make an effort to be <PRO_HISHER> friends and help <PRO_HIMHER>, as appropriate to the situation. Officious bureaucrats might decide to become helpful; surly gate guards might wax informative; attacking orcs might spare the caster's life, taking <PRO_HIMHER> captive instead.",No Description
Wizard,1,"Grease","SPWI101","Wizard Grease","Grease
(Conjuration/Summoning)

Level: 1
Range: 30 ft.
Duration: 3 rounds + 1 round/level
Casting Time: 1
Area of Effect: 30-ft. radius
Saving Throw: Special

A Grease spell covers a material surface with a slippery layer of a fatty, greasy nature. Any creature entering the area or caught in it when the spell is cast must save vs. Spell at +2 or slip and slide, unable to move effectively. Those who successfully save can move, albeit slowly, for the rest of the round (but will need to save vs. Spell again the following round). Those who remain in the area are allowed a Saving Throw each round until they escape the area.",No Description
Wizard,1,"Hell Hound Flame Breath","SPIN956","Hell Hound Flame","Burning Hands
(Alteration)

Level: 1
Range: 5 ft.
Duration: Instant 
Casting Time: 1 
Area of Effect: 1 creature
Saving Throw: 1/2

When the wizard casts this spell, a jet of searing flame shoots from <PRO_HISHER> fingertips. The wizard's hands must be held so as to send forth a fanlike sheet of flames: <PRO_HISHER> thumbs must touch each other and the fingers must be spread. The burning hands send out flame jets of 5 ft. length in a horizontal arc of about 120 degrees in front of the wizard. The target suffers 1d3 points of damage, +2 points for each level of the caster, to a maximum of 1d3+20 points of fire damage. A creature that successfully saves vs. Spell receives half damage.",No Description
Wizard,1,"Identify","SPWI110","Wizard Identify","Identify
(Divination)

Level: 1
Range: 0
Duration: Instant
Casting Time: Special
Area of Effect: 1 item
Saving Throw: None

With this spell memorized, go to the description of an unidentified item and press the Identify button. The chance of identifying the item is 100%. The spell identifies the item's name, what it does, and if it is cursed.",No Description
Wizard,1,"Infravision","SPWI111","Wizard Infravision","Infravision
(Divination)

Level: 1
Range: 30 ft.
Duration: 2 hours
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: None

Upon the casting of this spell the recipient gains the ability to see with infravision, just as an elf or a dwarf would. This effect lasts for the duration of the spell or until dispelled.",No Description
Wizard,1,"Larloch's Minor Drain","SPWI119","Wizard Larloch Minor Drain","Larloch's Minor Drain 
(Necromancy)

Level: 1
Range: 30 ft.
Duration: Special
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: None

With this spell, the wizard drains the life force from a target and adds it to <PRO_HISHER> own. The target creature suffers 4 damage, while the Mage gains 4 Hit Points. If the Mage goes over <PRO_HISHER> maximum Hit Point total with this spell, <PRO_HESHE> loses any extra Hit Points after 1 turn.",No Description
Wizard,1,"Magic Missile","SPWI998","Gorion Magic Missile","Magic Missile
(Evocation)

Level: 1
Range: Visual range of the caster
Duration: Instant
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: None 

Use of the Magic Missile spell, one of the most popular 1st-level spells, creates up to five missiles of magical energy that dart forth from the wizard's fingertip and unerringly strike their target, which must be a creature of some sort. Each missile inflicts 1d4+1 points of damage. For every 2 extra levels of experience, the wizard gains an additional missile—<PRO_HESHE> has 2 at 3rd level, 3 at 5th level, 4 at 7th level, up to a total of 5 at 9th level.",No Description
